2025-09-01 01:59:55.735 INFO  [N/A] [APP] [UNKNOWN] - 🧹 Iniciando limpeza automática de logs...
2025-09-01 01:59:55.738 ERROR [N/A] [APP] [UNKNOWN] - ❌ Erro durante limpeza de logs
java.nio.file.FileSystemException: .\logs\application.2025-08-31.2.log.gz: O arquivo já está sendo usado por outro processo
	at java.base/sun.nio.fs.WindowsException.translateToIOException(WindowsException.java:92)
	at java.base/sun.nio.ch.IOUtil.writeFromNativeBuffer(IOUtil.java:137)
	at java.base/sun.nio.ch.IOUtil.write(IOUtil.java:102)
	at java.base/sun.nio.ch.IOUtil.write(IOUtil.java:58)
	at java.base/sun.nio.ch.SocketChannelImpl.write(SocketChannelImpl.java:542)
	at org.apache.tomcat.util.net.NioChannel.write(NioChannel.java:122)
	at org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper.doWrite(NioEndpoint.java:1378)
	at org.apache.tomcat.util.net.SocketWrapperBase.doWrite(SocketWrapperBase.java:764)
	at org.apache.tomcat.util.net.SocketWrapperBase.flushBlocking(SocketWrapperBase.java:728)
	at org.apache.tomcat.util.net.SocketWrapperBase.flush(SocketWrapperBase.java:712)
	at org.apache.coyote.http11.Http11OutputBuffer$SocketOutputBuffer.flush(Http11OutputBuffer.java:574)
	at org.apache.coyote.http11.filters.ChunkedOutputFilter.flush(ChunkedOutputFilter.java:156)
	at org.apache.coyote.http11.Http11OutputBuffer.flush(Http11OutputBuffer.java:216)
	at org.apache.coyote.http11.Http11Processor.flush(Http11Processor.java:1252)
	at org.apache.coyote.AbstractProcessor.action(AbstractProcessor.java:408)
	at org.apache.coyote.Response.action(Response.java:208)
	at org.apache.catalina.connector.OutputBuffer.doFlush(OutputBuffer.java:299)
	at org.apache.catalina.connector.OutputBuffer.flush(OutputBuffer.java:265)
	at org.apache.catalina.connector.CoyoteOutputStream.flush(CoyoteOutputStream.java:136)
	at org.springframework.web.context.request.async.StandardServletAsyncWebRequest$LifecycleServletOutputStream.flush(StandardServletAsyncWebRequest.java:389)
	at java.base/java.io.FilterOutputStream.flush(FilterOutputStream.java:155)
	at com.fasterxml.jackson.core.json.UTF8JsonGenerator.flush(UTF8JsonGenerator.java:1207)
	at com.fasterxml.jackson.databind.ObjectWriter.writeValue(ObjectWriter.java:1063)
	at org.springframework.http.converter.json.AbstractJackson2HttpMessageConverter.writeInternal(AbstractJackson2HttpMessageConverter.java:483)
	at org.springframework.http.converter.AbstractGenericHttpMessageConverter.writeInternal(AbstractGenericHttpMessageConverter.java:123)
	at org.springframework.http.converter.AbstractHttpMessageConverter.write(AbstractHttpMessageConverter.java:235)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler$HttpMessageConvertingHandler.sendInternal(ResponseBodyEmitterReturnValueHandler.java:221)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler$HttpMessageConvertingHandler.send(ResponseBodyEmitterReturnValueHandler.java:212)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitter.sendInternal(ResponseBodyEmitter.java:223)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitter.send(ResponseBodyEmitter.java:214)
	at org.springframework.web.servlet.mvc.method.annotation.SseEmitter.send(SseEmitter.java:135)
	at br.gov.se.setc.controller.LogMonitorController.sendLogUpdate(LogMonitorController.java:267)
	at br.gov.se.setc.controller.LogMonitorController.checkForFileChanges(LogMonitorController.java:235)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:572)
	at java.base/java.util.concurrent.FutureTask.runAndReset(FutureTask.java:358)
	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:305)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)
2025-09-01 07:40:35.526 ERROR [N/A] [APP] [UNKNOWN] - Servlet.service() for servlet [dispatcherServlet] threw exception
java.io.IOException: Uma conexão estabelecida foi anulada pelo software no computador host
	at java.base/sun.nio.ch.SocketDispatcher.write0(Native Method)
	at java.base/sun.nio.ch.SocketDispatcher.write(SocketDispatcher.java:54)
	at java.base/sun.nio.ch.IOUtil.writeFromNativeBuffer(IOUtil.java:137)
	at java.base/sun.nio.ch.IOUtil.write(IOUtil.java:102)
	at java.base/sun.nio.ch.IOUtil.write(IOUtil.java:58)
	at java.base/sun.nio.ch.SocketChannelImpl.write(SocketChannelImpl.java:542)
	at org.apache.tomcat.util.net.NioChannel.write(NioChannel.java:122)
	at org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper.doWrite(NioEndpoint.java:1378)
	at org.apache.tomcat.util.net.SocketWrapperBase.doWrite(SocketWrapperBase.java:764)
	at org.apache.tomcat.util.net.SocketWrapperBase.flushBlocking(SocketWrapperBase.java:728)
	at org.apache.tomcat.util.net.SocketWrapperBase.flush(SocketWrapperBase.java:712)
	at org.apache.coyote.http11.Http11OutputBuffer$SocketOutputBuffer.flush(Http11OutputBuffer.java:574)
	at org.apache.coyote.http11.filters.ChunkedOutputFilter.flush(ChunkedOutputFilter.java:156)
	at org.apache.coyote.http11.Http11OutputBuffer.flush(Http11OutputBuffer.java:216)
	at org.apache.coyote.http11.Http11Processor.flush(Http11Processor.java:1252)
	at org.apache.coyote.AbstractProcessor.action(AbstractProcessor.java:408)
	at org.apache.coyote.Response.action(Response.java:208)
	at org.apache.catalina.connector.OutputBuffer.doFlush(OutputBuffer.java:299)
	at org.apache.catalina.connector.OutputBuffer.flush(OutputBuffer.java:265)
	at org.apache.catalina.connector.CoyoteOutputStream.flush(CoyoteOutputStream.java:136)
	at org.springframework.web.context.request.async.StandardServletAsyncWebRequest$LifecycleServletOutputStream.flush(StandardServletAsyncWebRequest.java:389)
	at java.base/java.io.FilterOutputStream.flush(FilterOutputStream.java:155)
	at com.fasterxml.jackson.core.json.UTF8JsonGenerator.flush(UTF8JsonGenerator.java:1207)
	at com.fasterxml.jackson.databind.ObjectWriter.writeValue(ObjectWriter.java:1063)
	at org.springframework.http.converter.json.AbstractJackson2HttpMessageConverter.writeInternal(AbstractJackson2HttpMessageConverter.java:483)
	at org.springframework.http.converter.AbstractGenericHttpMessageConverter.writeInternal(AbstractGenericHttpMessageConverter.java:123)
	at org.springframework.http.converter.AbstractHttpMessageConverter.write(AbstractHttpMessageConverter.java:235)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler$HttpMessageConvertingHandler.sendInternal(ResponseBodyEmitterReturnValueHandler.java:221)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler$HttpMessageConvertingHandler.send(ResponseBodyEmitterReturnValueHandler.java:212)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitter.sendInternal(ResponseBodyEmitter.java:223)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitter.send(ResponseBodyEmitter.java:214)
	at org.springframework.web.servlet.mvc.method.annotation.SseEmitter.send(SseEmitter.java:135)
	at br.gov.se.setc.controller.LogMonitorController.sendLogUpdate(LogMonitorController.java:267)
	at br.gov.se.setc.controller.LogMonitorController.checkForFileChanges(LogMonitorController.java:235)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:572)
	at java.base/java.util.concurrent.FutureTask.runAndReset(FutureTask.java:358)
	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:305)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)
2025-09-01 07:40:35.528 ERROR [N/A] [APP] [UNKNOWN] - Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception
java.io.IOException: Uma conexão estabelecida foi anulada pelo software no computador host
	at java.base/sun.nio.ch.SocketDispatcher.write0(Native Method)
	at java.base/sun.nio.ch.SocketDispatcher.write(SocketDispatcher.java:54)
	at java.base/sun.nio.ch.IOUtil.writeFromNativeBuffer(IOUtil.java:137)
	at java.base/sun.nio.ch.IOUtil.write(IOUtil.java:102)
	at java.base/sun.nio.ch.IOUtil.write(IOUtil.java:58)
	at java.base/sun.nio.ch.SocketChannelImpl.write(SocketChannelImpl.java:542)
	at org.apache.tomcat.util.net.NioChannel.write(NioChannel.java:122)
	at org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper.doWrite(NioEndpoint.java:1378)
	at org.apache.tomcat.util.net.SocketWrapperBase.doWrite(SocketWrapperBase.java:764)
	at org.apache.tomcat.util.net.SocketWrapperBase.flushBlocking(SocketWrapperBase.java:728)
	at org.apache.tomcat.util.net.SocketWrapperBase.flush(SocketWrapperBase.java:712)
	at org.apache.coyote.http11.Http11OutputBuffer$SocketOutputBuffer.flush(Http11OutputBuffer.java:574)
	at org.apache.coyote.http11.filters.ChunkedOutputFilter.flush(ChunkedOutputFilter.java:156)
	at org.apache.coyote.http11.Http11OutputBuffer.flush(Http11OutputBuffer.java:216)
	at org.apache.coyote.http11.Http11Processor.flush(Http11Processor.java:1252)
	at org.apache.coyote.AbstractProcessor.action(AbstractProcessor.java:408)
	at org.apache.coyote.Response.action(Response.java:208)
	at org.apache.catalina.connector.OutputBuffer.doFlush(OutputBuffer.java:299)
	at org.apache.catalina.connector.OutputBuffer.flush(OutputBuffer.java:265)
	at org.apache.catalina.connector.CoyoteOutputStream.flush(CoyoteOutputStream.java:136)
	at org.springframework.web.context.request.async.StandardServletAsyncWebRequest$LifecycleServletOutputStream.flush(StandardServletAsyncWebRequest.java:389)
	at java.base/java.io.FilterOutputStream.flush(FilterOutputStream.java:155)
	at com.fasterxml.jackson.core.json.UTF8JsonGenerator.flush(UTF8JsonGenerator.java:1207)
	at com.fasterxml.jackson.databind.ObjectWriter.writeValue(ObjectWriter.java:1063)
	at org.springframework.http.converter.json.AbstractJackson2HttpMessageConverter.writeInternal(AbstractJackson2HttpMessageConverter.java:483)
	at org.springframework.http.converter.AbstractGenericHttpMessageConverter.writeInternal(AbstractGenericHttpMessageConverter.java:123)
	at org.springframework.http.converter.AbstractHttpMessageConverter.write(AbstractHttpMessageConverter.java:235)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler$HttpMessageConvertingHandler.sendInternal(ResponseBodyEmitterReturnValueHandler.java:221)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler$HttpMessageConvertingHandler.send(ResponseBodyEmitterReturnValueHandler.java:212)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitter.sendInternal(ResponseBodyEmitter.java:223)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitter.send(ResponseBodyEmitter.java:214)
	at org.springframework.web.servlet.mvc.method.annotation.SseEmitter.send(SseEmitter.java:135)
	at br.gov.se.setc.controller.LogMonitorController.sendLogUpdate(LogMonitorController.java:267)
	at br.gov.se.setc.controller.LogMonitorController.checkForFileChanges(LogMonitorController.java:235)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:572)
	at java.base/java.util.concurrent.FutureTask.runAndReset(FutureTask.java:358)
	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:305)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)
2025-09-01 07:40:35.528 ERROR [N/A] [APP] [UNKNOWN] - Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception
java.io.IOException: Uma conexão estabelecida foi anulada pelo software no computador host
	at java.base/sun.nio.ch.SocketDispatcher.write0(Native Method)
	at java.base/sun.nio.ch.SocketDispatcher.write(SocketDispatcher.java:54)
	at java.base/sun.nio.ch.IOUtil.writeFromNativeBuffer(IOUtil.java:137)
	at java.base/sun.nio.ch.IOUtil.write(IOUtil.java:102)
	at java.base/sun.nio.ch.IOUtil.write(IOUtil.java:58)
	at java.base/sun.nio.ch.SocketChannelImpl.write(SocketChannelImpl.java:542)
	at org.apache.tomcat.util.net.NioChannel.write(NioChannel.java:122)
	at org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper.doWrite(NioEndpoint.java:1378)
	at org.apache.tomcat.util.net.SocketWrapperBase.doWrite(SocketWrapperBase.java:764)
	at org.apache.tomcat.util.net.SocketWrapperBase.flushBlocking(SocketWrapperBase.java:728)
	at org.apache.tomcat.util.net.SocketWrapperBase.flush(SocketWrapperBase.java:712)
	at org.apache.coyote.http11.Http11OutputBuffer$SocketOutputBuffer.flush(Http11OutputBuffer.java:574)
	at org.apache.coyote.http11.filters.ChunkedOutputFilter.flush(ChunkedOutputFilter.java:156)
	at org.apache.coyote.http11.Http11OutputBuffer.flush(Http11OutputBuffer.java:216)
	at org.apache.coyote.http11.Http11Processor.flush(Http11Processor.java:1252)
	at org.apache.coyote.AbstractProcessor.action(AbstractProcessor.java:408)
	at org.apache.coyote.Response.action(Response.java:208)
	at org.apache.catalina.connector.OutputBuffer.doFlush(OutputBuffer.java:299)
	at org.apache.catalina.connector.OutputBuffer.flush(OutputBuffer.java:265)
	at org.apache.catalina.connector.CoyoteOutputStream.flush(CoyoteOutputStream.java:136)
	at org.springframework.web.context.request.async.StandardServletAsyncWebRequest$LifecycleServletOutputStream.flush(StandardServletAsyncWebRequest.java:389)
	at java.base/java.io.FilterOutputStream.flush(FilterOutputStream.java:155)
	at com.fasterxml.jackson.core.json.UTF8JsonGenerator.flush(UTF8JsonGenerator.java:1207)
	at com.fasterxml.jackson.databind.ObjectWriter.writeValue(ObjectWriter.java:1063)
	at org.springframework.http.converter.json.AbstractJackson2HttpMessageConverter.writeInternal(AbstractJackson2HttpMessageConverter.java:483)
	at org.springframework.http.converter.AbstractGenericHttpMessageConverter.writeInternal(AbstractGenericHttpMessageConverter.java:123)
	at org.springframework.http.converter.AbstractHttpMessageConverter.write(AbstractHttpMessageConverter.java:235)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler$HttpMessageConvertingHandler.sendInternal(ResponseBodyEmitterReturnValueHandler.java:221)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler$HttpMessageConvertingHandler.send(ResponseBodyEmitterReturnValueHandler.java:212)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitter.sendInternal(ResponseBodyEmitter.java:223)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitter.send(ResponseBodyEmitter.java:214)
	at org.springframework.web.servlet.mvc.method.annotation.SseEmitter.send(SseEmitter.java:135)
	at br.gov.se.setc.controller.LogMonitorController.sendLogUpdate(LogMonitorController.java:267)
	at br.gov.se.setc.controller.LogMonitorController.checkForFileChanges(LogMonitorController.java:235)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:572)
	at java.base/java.util.concurrent.FutureTask.runAndReset(FutureTask.java:358)
	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:305)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)
2025-09-01 07:40:36.044 WARN  [N/A] [APP] [UNKNOWN] - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-09-01 07:40:37.274 INFO  [N/A] [APP] [UNKNOWN] - Creating primary SEFAZ RestTemplate bean with enhanced configuration
2025-09-01 07:40:37.285 INFO  [N/A] [APP] [UNKNOWN] - RestTemplate configured with connect timeout: 15s, read timeout: 30s
2025-09-01 07:40:37.348 INFO  [N/A] [APP] [UNKNOWN] - Creating BaseDespesaCredor ValidacaoUtil bean
2025-09-01 07:40:38.066 INFO  [N/A] [APP] [UNKNOWN] - Creating BaseDespesaCredor ConsumoApiService bean
2025-09-01 07:40:38.110 INFO  [N/A] [APP] [UNKNOWN] - Creating BaseDespesaLicitacao ValidacaoUtil bean
2025-09-01 07:40:38.111 INFO  [N/A] [APP] [UNKNOWN] - Creating BaseDespesaLicitacao ConsumoApiService bean
2025-09-01 07:40:38.118 INFO  [N/A] [APP] [UNKNOWN] - Creating ConsultaGerencial ValidacaoUtil bean
2025-09-01 07:40:38.119 INFO  [N/A] [APP] [UNKNOWN] - Creating ConsultaGerencial ConsumoApiService bean
2025-09-01 07:40:38.125 INFO  [N/A] [APP] [UNKNOWN] - Creating Contrato ValidacaoUtil bean
2025-09-01 07:40:38.126 INFO  [N/A] [APP] [UNKNOWN] - Creating Contrato ConsumoApiService bean
2025-09-01 07:40:38.132 INFO  [N/A] [APP] [UNKNOWN] - Creating ContratoEmpenho ValidacaoUtil bean
2025-09-01 07:40:38.133 INFO  [N/A] [APP] [UNKNOWN] - Creating ContratoEmpenho ConsumoApiService bean
2025-09-01 07:40:38.141 INFO  [N/A] [APP] [UNKNOWN] - Creating ContratosFiscais ValidacaoUtil bean
2025-09-01 07:40:38.141 INFO  [N/A] [APP] [UNKNOWN] - Creating ContratosFiscais ConsumoApiService bean
2025-09-01 07:40:38.152 INFO  [N/A] [APP] [UNKNOWN] - Creating DadosOrcamentarios ValidacaoUtil bean
2025-09-01 07:40:38.153 INFO  [N/A] [APP] [UNKNOWN] - Creating DadosOrcamentarios ConsumoApiService bean
2025-09-01 07:40:38.162 INFO  [N/A] [APP] [UNKNOWN] - Creating DespesaConvenio ValidacaoUtil bean
2025-09-01 07:40:38.163 INFO  [N/A] [APP] [UNKNOWN] - Creating DespesaConvenio ConsumoApiService bean
2025-09-01 07:40:38.171 INFO  [N/A] [APP] [UNKNOWN] - Creating DespesaDetalhada ValidacaoUtil bean
2025-09-01 07:40:38.172 INFO  [N/A] [APP] [UNKNOWN] - Creating DespesaDetalhada ConsumoApiService bean
2025-09-01 07:40:38.182 INFO  [N/A] [APP] [UNKNOWN] - Creating Empenho ValidacaoUtil bean
2025-09-01 07:40:38.183 INFO  [N/A] [APP] [UNKNOWN] - Creating Empenho ConsumoApiService bean
2025-09-01 07:40:38.191 INFO  [N/A] [APP] [UNKNOWN] - Creating Liquidacao ValidacaoUtil bean
2025-09-01 07:40:38.192 INFO  [N/A] [APP] [UNKNOWN] - Creating Liquidacao ConsumoApiService bean
2025-09-01 07:40:38.200 INFO  [N/A] [APP] [UNKNOWN] - Creating OrdemFornecimento ValidacaoUtil bean
2025-09-01 07:40:38.201 INFO  [N/A] [APP] [UNKNOWN] - Creating OrdemFornecimento ConsumoApiService bean
2025-09-01 07:40:38.209 INFO  [N/A] [APP] [UNKNOWN] - Creating Pagamento ValidacaoUtil bean
2025-09-01 07:40:38.210 INFO  [N/A] [APP] [UNKNOWN] - Creating Pagamento ConsumoApiService bean
2025-09-01 07:40:38.219 INFO  [N/A] [APP] [UNKNOWN] - Creating PrevisaoRealizacaoReceita ValidacaoUtil bean
2025-09-01 07:40:38.220 INFO  [N/A] [APP] [UNKNOWN] - Creating PrevisaoRealizacaoReceita ConsumoApiService bean
2025-09-01 07:40:38.230 INFO  [N/A] [APP] [UNKNOWN] - Creating Receita ValidacaoUtil bean
2025-09-01 07:40:38.231 INFO  [N/A] [APP] [UNKNOWN] - Creating Receita ConsumoApiService bean
2025-09-01 07:40:38.241 INFO  [N/A] [APP] [UNKNOWN] - Creating Termo ValidacaoUtil bean
2025-09-01 07:40:38.242 INFO  [N/A] [APP] [UNKNOWN] - Creating Termo ConsumoApiService bean
2025-09-01 07:40:38.251 INFO  [N/A] [APP] [UNKNOWN] - Creating TotalizadoresExecucao ValidacaoUtil bean
2025-09-01 07:40:38.252 INFO  [N/A] [APP] [UNKNOWN] - Creating TotalizadoresExecucao ConsumoApiService bean
2025-09-01 07:40:38.261 INFO  [N/A] [APP] [UNKNOWN] - Creating UnidadeGestora ValidacaoUtil bean
2025-09-01 07:40:38.262 INFO  [N/A] [APP] [UNKNOWN] - Creating UnidadeGestora ConsumoApiService bean
2025-09-01 07:40:38.318 INFO  [N/A] [APP] [UNKNOWN] - Arquivo simple.log inicializado com tamanho: 38895815 bytes
2025-09-01 07:40:38.318 INFO  [N/A] [APP] [UNKNOWN] - Arquivo application.log inicializado com tamanho: 24075 bytes
2025-09-01 07:40:38.319 INFO  [N/A] [APP] [UNKNOWN] - Arquivo errors.log inicializado com tamanho: 18754 bytes
2025-09-01 07:40:38.319 INFO  [N/A] [APP] [UNKNOWN] - Arquivo operations.md inicializado com tamanho: 0 bytes
2025-09-01 07:40:38.319 INFO  [N/A] [APP] [UNKNOWN] - Monitoramento de arquivos de log inicializado para: ./logs
2025-09-01 07:40:38.363 INFO  [N/A] [APP] [UNKNOWN] - Creating ContratosFiscaisTeste ConsumoApiService bean
2025-09-01 07:40:38.642 WARN  [N/A] [APP] [UNKNOWN] - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-09-01 07:40:39.227 INFO  [N/A] [APP] [UNKNOWN] - Started CorrecaoTiposFinaisTest in 5.802 seconds (process running for 6.721)
2025-09-01 07:41:39.123 INFO  [N/A] [APP] [UNKNOWN] - Starting CorrecaoTiposFinaisFixTest using Java 21.0.7 with PID 13548 (started by vinicius.alves in C:\Users\vinicius.alves\Documents\GitHub\se_ouve_api-desenvolvimento)
2025-09-01 07:41:39.124 INFO  [N/A] [APP] [UNKNOWN] - The following 1 profile is active: "dev"
2025-09-01 07:41:41.315 WARN  [N/A] [APP] [UNKNOWN] - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-09-01 07:41:42.455 INFO  [N/A] [APP] [UNKNOWN] - Creating primary SEFAZ RestTemplate bean with enhanced configuration
2025-09-01 07:41:42.467 INFO  [N/A] [APP] [UNKNOWN] - RestTemplate configured with connect timeout: 15s, read timeout: 30s
2025-09-01 07:41:42.528 INFO  [N/A] [APP] [UNKNOWN] - Creating BaseDespesaCredor ValidacaoUtil bean
2025-09-01 07:41:43.259 INFO  [N/A] [APP] [UNKNOWN] - Creating BaseDespesaCredor ConsumoApiService bean
2025-09-01 07:41:43.292 INFO  [N/A] [APP] [UNKNOWN] - Creating BaseDespesaLicitacao ValidacaoUtil bean
2025-09-01 07:41:43.293 INFO  [N/A] [APP] [UNKNOWN] - Creating BaseDespesaLicitacao ConsumoApiService bean
2025-09-01 07:41:43.302 INFO  [N/A] [APP] [UNKNOWN] - Creating ConsultaGerencial ValidacaoUtil bean
2025-09-01 07:41:43.303 INFO  [N/A] [APP] [UNKNOWN] - Creating ConsultaGerencial ConsumoApiService bean
2025-09-01 07:41:43.312 INFO  [N/A] [APP] [UNKNOWN] - Creating Contrato ValidacaoUtil bean
2025-09-01 07:41:43.313 INFO  [N/A] [APP] [UNKNOWN] - Creating Contrato ConsumoApiService bean
2025-09-01 07:41:43.322 INFO  [N/A] [APP] [UNKNOWN] - Creating ContratoEmpenho ValidacaoUtil bean
2025-09-01 07:41:43.323 INFO  [N/A] [APP] [UNKNOWN] - Creating ContratoEmpenho ConsumoApiService bean
